@relation train

@attribute SeriousDlqin2yrs {NO,YES}
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute DebtRatio numeric
@attribute MonthlyIncome numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberOfDependents numeric

@data
NO,0.076132,48,2,0.294131,8621,16,0,1,1,0
NO,0.01274,64,0,0.376467,6900,8,0,1,0,1
NO,0.240724,62,0,0.46911,3900,10,0,2,0,0
NO,0.770013,52,0,0.513341,11093,19,0,2,0,2
NO,0.116325,54,0,0.308917,10047,7,0,1,0,1
NO,0.263087,45,0,1254,?,6,0,2,0,0
NO,0.374003,46,0,0.841696,5400,10,0,1,0,2
NO,0.000736,53,0,0,4129,3,0,0,0,0
NO,0.181776,57,0,0.168139,6000,15,0,0,1,1
NO,0.027166,67,0,0.264155,8600,10,0,2,0,1
YES,0.992923,50,1,1748,?,14,0,1,2,0
YES,1.165113,29,3,0.189453,4000,7,2,0,0,1
NO,0.079638,66,0,0.017876,6600,7,0,0,0,0
NO,1,38,0,0.146034,4046,1,0,0,0,2
NO,0,65,0,3160,0,10,0,1,0,0
NO,0.038212,83,0,458,?,4,0,0,0,0
NO,0.047611,59,0,0.274677,12916,18,0,1,0,1
YES,1,34,3,1.328899,1352,8,3,1,0,2
NO,0.195615,37,0,0.946281,2177,19,0,1,0,0
NO,0.009235,70,0,0.124916,4450,17,0,2,0,0
NO,0.581187,41,0,1834,?,7,0,1,0,0
NO,0.041128,36,0,0.394697,4600,5,0,1,0,0
NO,0.044781,50,2,0.887408,4200,15,0,2,0,3
NO,0.233501,50,0,0.281531,7000,7,1,1,0,0
NO,0.598081,47,0,0.211452,6478,11,0,0,0,2
NO,0.411039,27,0,0.10636,4700,4,0,0,0,1
NO,0.013251,60,0,0.060907,3020,13,0,0,0,0
NO,0.622972,67,0,0.280327,2200,2,0,0,0,0
NO,0.998668,50,1,2543,?,4,1,1,1,0
YES,0.346678,30,0,0.638969,4500,17,0,0,0,0
NO,0.073347,54,0,4581,?,7,0,2,0,2
NO,0.097871,55,0,2956,?,6,0,1,0,?
NO,0.939718,64,2,0.370181,6666,10,2,1,1,0
NO,0.678119,31,0,0.707845,4435,9,0,1,0,2
NO,1,86,0,0.053321,3206,7,0,0,0,0
NO,0.062236,35,0,0.318219,8666,6,0,1,0,3
YES,0.194393,41,0,0.471551,9349,9,0,3,0,1
NO,0.061013,48,0,0.218785,11700,8,0,1,0,0
NO,1,47,0,178,?,1,0,0,0,0
NO,1,49,0,0.39163,4945,4,0,2,0,0
NO,0.027001,37,0,2616,?,13,0,2,0,0
YES,0.82008,32,1,0.206164,2400,6,1,0,1,0
NO,0.194565,54,0,0.409892,3800,9,0,2,0,2
NO,0.177522,78,0,0.049738,4000,5,0,0,0,0
NO,0.639755,66,0,0.221474,5345,6,0,0,0,3
YES,0.073807,57,1,0.158296,40000,24,0,4,0,0
NO,0.594008,45,1,0.309868,3039,6,1,0,0,3
NO,0.222948,36,0,0.360278,2300,9,0,0,0,1
NO,0,47,0,0.289154,9800,6,0,1,0,4
NO,0.013751,53,0,1.026789,2500,24,0,1,0,0
NO,0.00065,28,0,0.281906,3000,4,0,0,0,0
NO,0.474201,33,0,0.474763,2000,6,0,0,0,0
NO,0.439401,40,0,0.392579,4500,7,0,1,1,1
NO,0.227326,53,0,0.082487,11128,19,0,0,0,0
NO,0.020268,31,0,0.07362,325,2,0,0,0,0
NO,0.182599,49,0,0.040602,10294,7,0,0,0,0
NO,0.075942,48,0,0.198177,16237,8,0,1,0,3
NO,0,40,0,0.330631,12333,5,0,2,0,2
NO,0.405419,53,0,0.345369,7200,6,0,1,0,0
NO,0.007471,77,0,0.028971,1000,10,0,0,0,0
NO,0,67,0,0.461833,3916,17,0,1,0,0
NO,0.209463,54,0,0.193548,14600,9,0,2,0,3
NO,0.029942,59,0,0.33292,4832,9,0,1,0,0
NO,0.54127,64,0,0.217899,12000,10,0,2,0,1
NO,0.022306,72,0,374,?,2,0,0,0,0
NO,0.080095,52,0,0.027193,3750,11,0,0,0,0
NO,0.738946,38,1,0.098697,3606,6,3,0,1,1
NO,0.579772,42,0,0.482828,5997,10,0,1,0,1
NO,1,92,0,0.398953,4200,2,0,1,0,0
YES,0.955684,44,1,0.660843,4578,7,6,1,0,0
NO,0.302282,52,0,4059,?,10,0,4,0,0
NO,0.483926,50,0,0.378403,4333,6,0,1,0,0
NO,0.732664,39,0,0.449589,7666,16,0,1,0,1
NO,0.042209,61,0,0.410212,7500,3,0,1,0,1
NO,0.021249,82,0,0.106298,3000,6,0,0,0,0
NO,0.384328,71,0,0.490856,4100,7,0,1,0,0
NO,0.963368,34,0,0.249571,2916,8,0,0,1,0
NO,0.466744,40,0,0.021844,4760,6,0,0,0,2
NO,1,59,0,0,1109,1,0,0,0,0
YES,1.115513,25,2,0.426595,1300,5,3,0,1,0
YES,1,55,98,0,?,0,98,0,98,0
NO,0.323988,65,0,0.302739,5000,5,0,1,0,0
NO,0.281678,32,0,0.400888,8333,7,0,1,0,4
NO,0.275956,32,0,0.016601,5300,6,0,0,0,1
NO,0.863191,58,0,2938,?,17,0,1,0,0
NO,0.402625,40,0,0.454916,8583,9,0,2,0,1
NO,0.005416,30,0,0.662157,2660,12,0,1,0,1
YES,1.877076,31,1,0.424867,3200,5,0,2,2,0
NO,0.404949,60,0,0.132779,3727,5,0,0,0,4
NO,1,48,0,0,3752,0,0,0,0,0
NO,0.016348,83,0,0.006137,3747,3,0,0,0,0
NO,0.101426,53,2,0.461231,4500,9,2,1,1,0
NO,0.951581,54,1,3253,?,17,0,0,0,0
NO,0.070033,48,0,1.767721,2750,18,0,2,0,2
NO,0,68,0,0,?,2,0,0,0,0
NO,1,22,0,0,2500,1,0,0,0,0
NO,0.341651,49,0,0.320098,17100,16,0,2,0,2
NO,0.836805,50,0,0.538011,5800,12,0,1,0,0
NO,0.003712,72,0,0.36786,9750,20,0,2,0,0
NO,0.932191,65,0,0.414117,2450,13,0,0,0,0
NO,0.784002,41,0,0.215399,3272,5,0,0,0,1
NO,0.268731,26,0,0.527473,1000,3,0,0,0,0
NO,0.062765,58,1,0.083594,15000,7,0,1,0,0
NO,1,60,0,0,?,1,0,0,0,0
NO,0.33501,62,0,0.327952,16166,9,0,2,0,1
NO,0.028454,58,0,0.383757,7350,5,0,2,0,0
NO,0.002383,75,0,0.171821,4300,7,0,0,0,0
NO,0.028574,52,0,1417,?,9,0,1,0,0
NO,0.195272,64,0,204,?,2,0,0,0,0
NO,0.193259,51,2,0.14158,13758,8,0,0,0,2
NO,1,79,0,2886,?,5,0,1,0,0
NO,0.339164,39,0,0.672082,2646,11,0,1,0,2
NO,0.818363,25,0,0.044346,450,3,0,0,0,0
NO,0.008591,41,0,1621,?,6,0,2,0,0
NO,0.207609,46,0,0.258196,5886,2,0,1,0,3
NO,0.346611,54,1,1725,?,6,0,1,0,0
NO,0.01899,63,0,0.437025,2500,5,0,2,0,0
NO,0.370152,49,0,0.242304,6788,8,0,2,0,1
NO,0.198132,26,0,0.122347,800,5,0,0,0,0
NO,0.018469,65,0,0.007059,5099,4,0,0,0,0
NO,0.005765,41,0,0.151802,3800,10,0,0,0,2
NO,0,33,0,0.269888,2400,6,0,1,0,1
NO,1,28,0,0.107784,500,3,0,0,0,2
NO,0.000333,50,0,2219,?,13,0,1,0,0
NO,0.010344,76,0,1500,?,4,0,1,0,0
NO,0.014761,59,0,0.009094,5167,3,0,0,0,0
NO,0.039817,88,0,29,?,3,0,0,0,0
NO,0.211314,55,2,0.751258,5760,12,0,3,0,0
NO,0.129618,25,2,1341,?,9,0,0,0,0
NO,0.345764,31,0,0.096986,7000,6,0,0,0,0
NO,0.372177,72,0,0.446611,2050,8,0,1,0,0
NO,0.011302,60,0,45,?,4,0,0,0,0
NO,0,39,0,0,7928,7,0,0,0,4
NO,0.172533,55,0,0.451941,8166,18,0,1,0,2
NO,0.279294,60,0,0.371253,6838,13,0,1,0,0
NO,0.243197,51,0,0.113365,17500,9,0,1,0,2
NO,0.104236,43,0,0.531647,10000,6,0,2,0,3
NO,0.230504,52,0,0.148581,4791,5,0,0,0,0
NO,0.885017,35,0,0.916991,3083,10,0,1,0,0
NO,0.02094,67,0,732,?,4,0,2,0,0
NO,0.208583,50,0,0.050888,6700,10,1,0,0,1
NO,0.004609,57,0,0.469741,9715,10,0,4,0,1
NO,0.66989,66,0,7922,?,9,0,2,0,0
NO,0.267607,58,0,0.270103,7100,9,0,1,0,0
NO,0.329248,41,0,0.387843,3240,13,0,0,0,4
NO,0.092991,54,0,0.570959,11865,26,0,5,0,0
NO,0.09619,56,0,503,?,11,0,1,0,0
NO,0,44,2,0.330718,6500,6,0,2,0,3
NO,0.866238,54,0,4377,?,14,0,1,0,0
NO,1,26,0,0,1200,0,0,0,0,0
NO,0.542528,51,0,0.168979,8000,7,0,1,0,2
NO,0.380905,39,0,0.637576,4800,10,1,2,0,3
NO,0.209333,51,0,0.085833,10566,8,0,0,0,2
NO,0.183894,55,0,0.367593,11373,11,0,4,0,0
NO,1,25,1,0.084399,4300,2,0,0,0,1
NO,0.609945,28,0,0.034634,8430,4,0,0,0,0
NO,0.832672,44,0,0.25562,13699,6,0,1,0,1
NO,0.006313,33,0,0.001249,2400,3,0,0,0,0
NO,0.034464,40,0,779.5,1,6,0,1,0,2
NO,0.09568,55,1,1.213262,1115,8,0,1,0,0
NO,0.016943,74,0,0.701738,6500,8,0,1,0,0
NO,0.131229,34,0,0.314083,2250,10,0,0,0,2
NO,0.898374,50,0,0.302632,7599,13,0,1,0,1
NO,0.033902,77,0,0.043259,9500,7,0,0,0,0
NO,0.126673,64,0,0.199166,5994,17,0,1,0,0
NO,0.188387,56,0,0.078539,16042,3,0,1,0,3
NO,0.098769,51,0,0.024821,4189,4,0,0,0,2
NO,0.726374,59,0,3810,?,5,0,1,0,0
NO,0.523779,39,0,2720,?,6,0,2,0,0
NO,0.285179,33,0,907,?,11,0,0,0,0
NO,0.012727,83,0,4896,0,11,0,1,0,0
NO,0.049547,54,0,0.267193,9000,14,0,1,0,2
NO,0,65,0,0.158743,8434,8,0,2,0,0
NO,0.464711,54,0,0.397002,1800,3,0,0,0,1
NO,0.060019,47,0,88,?,6,0,0,0,0
NO,0.15812,51,0,0.787219,11250,10,0,4,0,1
YES,1,36,98,0.007937,3275,0,98,0,98,2
NO,0.856492,55,0,0.37749,4166,12,0,1,0,0
YES,1.025906,72,0,3948,?,8,2,3,1,0
YES,1.110361,48,4,0.587931,8500,13,2,1,2,3
NO,0.368281,31,1,0.558357,4600,5,0,1,0,0
NO,0.055728,68,0,0.276636,9000,5,0,1,0,1
NO,0.208113,51,0,1996,?,3,0,1,0,0
NO,0.055155,72,0,0.461596,5376,15,0,1,0,0
NO,0.150098,47,0,39,0,1,0,0,0,1
NO,0.123429,42,0,0.223782,4700,11,0,1,0,4
NO,0.278715,31,0,0.317122,1500,9,0,0,0,0
NO,0.074354,64,0,2198,?,4,0,1,0,?
NO,0.381282,54,0,0.565537,5721,9,0,2,0,2
NO,0.006703,59,0,0.01931,8751,7,0,1,0,0
NO,0,54,0,2085,?,9,0,1,0,0
NO,0.06073,39,0,0.206509,7558,4,0,1,0,3
NO,0.465125,53,0,1.255356,2333,8,0,1,0,2
NO,0.035799,46,0,0.657546,4531,4,0,1,0,3
NO,0.074102,80,0,0.009958,5020,4,0,0,0,1
NO,0.016811,81,0,0.004435,5861,10,0,0,0,0
NO,0.475049,32,0,0.054035,2812,4,0,0,0,0
NO,0.491447,43,0,0.499684,6325,13,0,2,0,1
NO,0.040166,61,0,0.422067,12715,17,0,3,0,1
NO,0.057997,35,0,0.071021,8940,8,0,0,0,3
NO,0.031799,83,0,0.009272,3558,5,0,0,0,0
NO,0.029293,39,0,3315,?,6,0,3,0,0
NO,0.25372,43,0,0.3392,9999,7,0,2,0,1
NO,0.099731,44,0,0.218236,16000,10,0,2,0,2
NO,1,51,2,0.868453,6491,3,0,2,0,1
NO,0.47539,45,0,0.362386,7927,7,0,2,0,2
NO,1,79,2,0.309764,1187,5,0,0,0,0
NO,0.151575,60,0,0.375843,8750,6,0,1,0,0
NO,0.587428,66,1,1768,?,9,0,1,0,0
NO,0.294271,65,0,0.217396,9116,10,0,2,0,1
NO,0.076211,49,0,0.205578,10326,7,0,1,0,1
NO,0.044248,64,0,0.010384,7414,5,0,0,0,0
YES,0.061227,39,0,0.432294,11320,14,0,5,0,5
NO,0.395781,33,1,0.099963,2720,7,0,0,0,0
NO,0.125344,69,0,0.018453,4497,3,0,0,0,0
NO,0.276879,51,0,0.136909,6916,8,0,0,0,0
NO,0.220911,66,0,0.036593,5000,7,0,0,0,0
NO,0.8224,63,0,0.515794,2500,12,0,0,0,0
NO,0.934488,68,0,1.087551,1975,6,0,1,0,0
NO,0.26593,59,0,0.484703,6667,14,0,1,0,1
NO,0.036569,73,0,0.063436,8275,10,0,0,0,1
NO,0.148517,58,1,0.212256,8550,14,0,1,0,0
NO,0,26,0,0.132695,4596,3,0,0,0,1
NO,0,43,0,0.337889,5560,7,0,1,0,1
NO,0.241255,30,1,0.405328,4166,5,0,1,0,0
NO,0.205595,43,0,940,0,8,0,0,0,3
NO,0.225676,58,0,0.203977,17300,7,0,2,0,0
NO,0.996902,72,0,0.679836,6808,16,0,1,0,0
NO,0.604053,57,0,0.46372,7193,14,0,2,0,0
NO,0.822746,73,0,0.233785,33132,11,0,3,0,0
NO,0.464716,46,0,0.430783,8783,14,0,3,0,0
NO,0.963669,62,0,0.418716,7116,7,0,2,0,0
NO,0.018512,72,0,0.001,4000,2,0,0,0,1
NO,0.060222,54,0,0.354203,18000,12,0,4,0,1
NO,0.072316,63,0,0.303058,12980,17,0,1,0,2
YES,0.168541,38,1,0.268819,7000,12,0,1,0,1
NO,0.046509,67,0,1754,?,5,0,1,0,?
NO,0,33,0,242,?,7,0,0,0,0
YES,1.055626,55,1,0.468315,7968,21,0,1,2,0
NO,0.662054,30,0,0.100875,1942,2,0,0,0,0
NO,0.0135,48,0,0.231213,9700,13,0,2,0,2
YES,1.116602,23,2,0.037785,1534,3,0,0,0,0
NO,0,44,0,1.003997,1500,7,0,1,0,0
NO,0.483516,22,0,0.162335,2500,3,0,0,0,0
NO,0.13851,61,0,0.329941,10416,9,0,2,0,0
NO,0.006289,43,0,0.160106,10542,6,0,1,0,0
NO,0.37713,70,0,0.549207,7000,10,0,2,0,0
NO,0.773251,53,2,2779,?,11,1,2,0,3
YES,0.802488,28,2,0.784189,2200,15,1,0,0,0
NO,0.153856,45,0,0.399625,6400,5,0,1,0,0
NO,0.110356,57,1,0.570409,1540,3,0,1,0,0
NO,0.064408,57,0,0.41051,11816,11,0,3,0,0
NO,0.3514,62,0,0.167949,9615,7,0,1,0,0
YES,0.94136,44,2,0.569692,11600,11,0,1,0,4
NO,0,51,0,0.125357,8750,8,1,1,1,0
NO,0.163362,48,0,2292,?,5,0,1,0,0
NO,0.011543,72,0,22,?,6,0,0,0,0
NO,0.007858,79,0,0.001071,4666,2,0,0,0,1
NO,0,50,0,0.790794,4583,10,0,1,0,2
NO,0.5433,86,0,0.494458,6224,15,0,2,0,0
YES,0.023352,53,0,5,?,2,2,0,0,2
NO,0.370526,39,0,0.167933,2500,3,0,0,0,0
NO,0.212929,71,0,19,?,3,0,0,0,0
NO,0.66193,63,2,0.361229,5400,8,0,1,0,0
NO,0.532858,42,1,0.400554,6500,17,0,1,0,1
NO,0.292775,67,1,0.528127,5083,8,0,3,0,2
NO,0,46,0,0.637859,3100,7,0,1,0,2
NO,0.029428,60,0,0.215303,9200,25,0,1,0,0
NO,0.580904,41,0,0.506741,6600,11,0,0,0,1
NO,0.047128,57,0,0.248217,10095,5,0,1,0,1
NO,0.004179,51,0,3780,0,5,0,1,0,1
NO,0.109966,50,0,0.033164,12000,15,0,0,0,0
NO,0.003327,80,0,0.061723,9412,20,0,1,0,0
NO,0.217556,48,0,0.065724,4244,3,0,0,0,1
NO,0.01544,59,0,0.374929,5280,12,0,1,0,2
NO,0.343352,60,0,0.369699,10870,11,0,2,0,0
NO,1,33,3,0.952246,2114,7,2,2,1,0
NO,0.624188,42,0,0.195712,4383,4,0,0,0,2
NO,0.931678,42,0,0.189576,3280,4,0,0,0,0
NO,0.058938,67,0,57,?,3,0,0,0,0
YES,0.924247,44,1,3544,?,11,0,1,0,1
NO,1,35,0,0.472056,3166,4,0,2,0,0
NO,0.55553,42,0,0.129103,4538,5,0,0,0,0
NO,0.000151,77,0,0,?,5,0,0,0,0
NO,0.840645,56,3,1382,?,4,1,0,0,0
NO,0.164752,64,0,0.23914,15400,19,0,1,0,0
NO,0.056956,62,0,0.311984,6666,8,0,1,0,0
NO,0.392152,48,0,0.19922,3076,2,0,0,0,2
NO,0.065516,53,0,0.278278,6550,11,0,2,0,2
NO,0.022303,65,0,0.120301,6649,16,0,1,0,1
NO,0.159697,69,0,0.027397,10438,9,0,1,0,0
NO,1.004333,29,0,0.32593,1800,4,0,0,0,0
NO,0.003884,65,0,0.312844,2000,4,0,0,0,0
NO,0.021279,52,0,3380,?,14,0,2,0,0
NO,0.004666,28,0,0.000444,4500,1,0,0,0,1
NO,0.805812,26,0,0.292048,2074,7,0,0,0,1
NO,0.681244,47,0,0.679899,6750,9,0,3,0,2
NO,0.180164,40,0,1937,?,3,0,1,0,?
NO,0.020588,43,0,936,?,7,0,1,0,0
NO,0.038006,50,0,0.169985,11200,4,0,1,0,4
NO,0.20787,63,0,1961,?,5,0,2,0,0
NO,0.943025,46,2,0.311445,7583,8,1,1,0,0
NO,0.150823,63,0,0.230997,9800,7,0,2,0,1
NO,0.124175,82,0,0.064889,5100,2,0,0,0,1
NO,0.150131,46,0,0.045489,4000,9,0,0,0,2
YES,0.029039,74,0,0.692715,9443,14,0,4,0,0
NO,0.736503,72,2,1.355411,4000,14,0,1,0,0
NO,0.563218,45,0,0.364116,5500,3,0,1,0,3
NO,0.006443,40,0,0.182558,10686,8,0,1,0,0
NO,0.164462,39,0,2797,?,6,0,1,0,0
NO,0.199479,71,0,0.110669,3017,8,0,0,0,0
NO,0.023091,59,0,1224,?,4,0,1,0,0
NO,0.159469,39,0,0.252885,8750,11,0,2,0,2
YES,0.937354,43,1,0.380331,6049,4,0,1,0,3
NO,0.928144,36,2,0.456152,2941,9,1,1,1,1
NO,0.069698,63,1,1.551956,8333,10,0,3,0,0
NO,0.787194,48,0,1.241095,2666,4,0,1,0,0
NO,0.340384,42,0,0.509759,10400,8,0,2,0,3
NO,0.956209,69,1,0.594181,3333,8,0,1,1,0
NO,0.839478,56,0,0.500798,6888,15,0,1,0,0
NO,0.481459,64,0,2261,?,7,0,1,0,0
NO,0.180335,70,0,0.376213,3194,8,0,0,0,0
NO,0.387311,33,0,0.388238,4097,6,0,1,0,2
NO,0.085857,59,0,0.466544,6500,10,0,2,0,0
NO,0.290163,48,0,0.297726,9276,4,0,1,0,3
NO,0.006492,38,0,0.0025,6000,14,0,0,0,0
NO,0.006542,68,0,0.108089,10000,10,0,2,0,1
NO,0.000453,51,0,76,?,8,0,0,0,0
NO,0.797239,40,0,1.073785,5000,13,0,2,0,2
NO,0.628352,33,1,0.169387,11700,10,0,0,0,0
NO,0.077409,52,0,0.502921,7016,12,0,4,0,1
NO,0.01161,38,1,0.129429,4148,5,0,0,0,0
NO,0.773129,70,1,2038,?,10,0,0,0,1
NO,0.099225,66,1,0.147177,16666,11,0,1,0,1
NO,0,62,0,395,?,6,0,1,0,0
NO,0,45,0,0.841407,5800,12,0,2,0,0
NO,0.624513,32,1,1.289789,3750,17,0,3,0,0
NO,0.926953,61,0,1467,?,5,0,1,0,0
NO,0.348652,61,0,0.22466,3600,10,0,0,1,0
NO,0,60,0,558,?,6,0,1,0,0
NO,0.127042,68,0,0.1534,17600,5,0,1,0,0
NO,0.594013,52,0,0.514406,5483,11,0,1,1,0
NO,0.035321,76,0,0.38658,7361,12,0,2,0,1
NO,0.243708,51,0,0.098366,38000,8,0,0,0,3
NO,0.018345,66,0,0.181123,23000,15,0,2,0,0
NO,0.07289,57,0,0.09739,8583,6,0,1,0,0
YES,0.354853,83,0,1492,?,9,1,0,0,0
NO,0.033333,69,0,897,?,15,0,1,0,0
NO,0.454231,59,0,0.472207,10649,9,0,3,0,1
NO,0.72428,34,0,0.28477,4687,4,0,1,0,1
NO,0.031723,78,0,0.017424,3500,9,0,0,0,0
NO,0,76,0,0,7168,5,0,0,0,0
NO,0.001037,63,0,2263,?,6,0,1,0,0
NO,0.091278,35,0,0.034386,2500,7,0,0,0,0
NO,0.014556,48,0,0.006266,7500,14,0,0,0,0
NO,0.00106,45,0,0.306562,4083,5,0,2,0,1
NO,0.223967,49,0,1632,?,8,0,1,0,0
NO,0.219835,48,0,0.254731,9405,11,0,1,0,2
YES,0.803524,58,2,0.170924,6850,4,0,0,0,0
NO,0.92437,32,1,0.073047,3750,4,0,0,0,2
NO,0.394268,53,0,0.686957,9100,9,0,3,0,2
NO,1,29,0,0.263742,1800,2,4,0,1,0
NO,0.139997,68,1,0.313634,13333,8,0,2,0,0
NO,0.225495,75,0,0.384578,6250,16,0,1,0,0
NO,0.022888,67,0,1414,?,8,0,2,0,0
NO,0.003866,76,0,0.113434,2582,11,0,0,0,0
NO,0.520645,47,0,1.185199,5269,6,0,2,0,3
NO,1,48,0,1821,?,4,0,1,0,0
NO,0.010697,64,0,0.211011,5430,18,0,2,0,0
NO,0.064156,36,0,0.108808,6800,11,0,0,0,0
NO,0.006666,56,0,0.212263,3000,7,0,0,0,1
NO,0,54,0,1807,?,7,0,1,0,?
NO,0.619833,58,0,0.384515,13083,10,0,2,0,1
NO,0.17396,31,0,0.416181,8750,16,0,1,0,2
NO,0.010521,54,0,1.242015,5478,15,0,4,0,2
NO,0.28962,49,0,0.289737,12110,11,0,3,0,4
NO,0.038877,59,0,0.03785,39999,6,0,2,0,0
NO,0.01266,43,1,0.216268,9982,19,0,1,0,2
NO,0.377984,56,0,0.550358,5450,18,0,2,0,0
YES,1,36,0,0.530979,1500,1,4,0,0,1
NO,0,36,0,0.909418,5000,11,0,2,0,0
NO,0.052125,76,0,199,?,11,0,0,0,0
NO,0.012189,64,0,0.254275,10000,6,0,1,0,0
YES,1,35,98,0,2250,0,98,0,98,2
NO,0.036965,67,0,2329,?,22,0,2,0,0
NO,0.482965,34,0,0.186535,3237,5,0,0,0,0
NO,0.002203,37,0,0.491672,1500,7,0,0,0,2
NO,0.609314,61,0,0.638395,4833,16,0,1,0,2
YES,1,64,0,2939,?,4,5,1,3,?
YES,0.906633,60,0,0.578006,3800,15,0,0,0,0
NO,0.144014,31,0,0.407593,6400,8,0,2,0,2
NO,0.405585,69,0,0.228663,8400,10,0,1,0,0
NO,0.612792,60,0,0.56881,3000,10,0,1,0,1
NO,0.042791,38,0,0.357107,6000,7,0,2,0,2
NO,0,68,0,0.548578,2706,8,0,1,0,0
NO,1,56,0,0.121169,7666,3,0,0,0,0
NO,0.032228,58,0,0.004644,2583,3,0,0,0,1
NO,0.044956,63,0,0.152405,9500,4,0,1,0,0
NO,0.09682,47,0,4611,?,10,0,5,0,0
NO,0.085957,24,0,0.003701,1350,2,0,0,0,0
NO,0.961445,45,0,0.291051,6424,7,0,0,0,0
NO,0,70,0,13,?,3,0,0,0,0
YES,0.213947,63,1,0.368644,9930,14,0,4,0,0
NO,0.194681,71,0,0.215322,4685,8,0,1,0,1
NO,0.369971,59,0,0.363357,13000,17,0,2,0,1
NO,0.876259,45,1,0.496501,7000,5,0,1,0,1
NO,0.057388,52,0,0.225352,2200,4,0,1,0,0
NO,0.160072,61,0,0.680033,6034,12,0,3,0,0
NO,0.190334,56,0,0.502496,2803,6,0,1,0,0
YES,1,56,1,288,?,1,3,1,0,0
NO,0.174187,52,0,4790,?,18,0,2,0,2
NO,0,39,0,0,?,2,0,0,0,?
NO,0.522527,28,7,0.232256,3000,14,1,0,0,2
NO,0.042956,37,1,0.287684,7250,8,0,2,0,0
NO,0.598715,47,0,3268,?,11,0,2,0,2
NO,0.141455,49,0,1259,?,17,0,1,0,0
NO,0.001081,55,0,0.336133,5000,22,0,2,0,0
NO,0.032829,60,0,2783,?,6,0,1,0,0
NO,1,43,1,0.038213,1700,2,0,0,0,2
NO,0.007858,81,0,0.131693,6666,21,0,1,0,1
NO,0.835171,57,0,0.470399,11789,17,0,3,0,3
NO,0.074727,73,0,0.030565,26500,11,0,1,0,0
NO,0,68,0,0.013678,3362,4,0,0,0,0
NO,0.084999,53,0,0.199845,7750,9,0,2,0,0
NO,0.357048,28,0,0.112398,4056,2,0,0,0,0
NO,0.069797,69,0,0.116009,4740,2,0,0,0,1
NO,0.203517,31,0,0.41809,6500,8,0,3,0,0
YES,0.909928,46,4,0.570096,4500,16,1,1,0,0
NO,0.847222,37,0,0.358612,8267,7,0,1,0,1
NO,0.100118,63,0,0.216725,19000,13,0,3,0,2
NO,0.098071,37,0,0.421596,6000,11,0,1,0,1
NO,0.596595,40,0,0.067868,2386,5,0,0,0,2
YES,1,37,0,0.30288,5833,5,0,0,0,2
NO,0.903239,61,0,0.676076,4250,7,0,1,0,0
NO,0.116435,61,0,0.631298,3750,14,0,2,0,0
NO,0.711629,44,0,0.318253,6409,7,0,1,0,1
NO,0.003992,23,0,0.023318,1500,2,0,0,0,0
NO,0.647041,61,2,0.108861,8000,8,0,0,0,0
NO,0.112672,69,0,68.5,1,4,0,0,0,0
NO,0.109708,55,0,0.245344,14334,10,0,1,0,2
NO,0.422366,40,0,0.455554,5680,8,0,2,0,4
NO,0.464585,63,0,5164,?,8,1,1,0,0
NO,0.878972,76,1,0.319622,2965,6,0,2,0,1
NO,0.334365,55,0,0.409563,5583,6,0,1,0,0
NO,1.01045,35,0,0.242032,3168,3,0,0,0,0
NO,0.082657,30,0,460,?,9,0,0,0,0
NO,0,63,0,0.144233,3840,5,0,1,0,0
NO,0.617285,64,0,2119,?,13,0,0,0,4
NO,0.707129,43,0,0.739948,3083,8,0,2,0,0
NO,0.118094,75,0,0.379112,3829,6,0,1,0,0
NO,0.000242,64,0,0.186268,10704,6,0,1,0,1
NO,0.662524,53,0,5131,?,9,0,2,0,0
NO,0,32,0,0.074405,5375,6,0,0,0,0
NO,0.597166,67,0,3010,?,15,0,2,0,2
NO,1.014141,32,1,0.320988,1700,2,0,0,0,0
NO,1,32,0,1.208758,3333,14,0,2,0,1
NO,0.75777,63,0,0.37067,8400,9,0,1,0,1
NO,0.835949,38,1,674,?,3,0,0,0,1
NO,0.020635,49,0,0.0025,18000,7,0,0,0,2
NO,0.121054,67,1,0.076604,28000,7,0,2,0,1
NO,1,48,0,0.123409,2592,1,2,0,1,3
NO,0.666688,42,0,0.338583,8000,13,0,2,0,3
NO,0.736329,57,1,0.699114,5865,10,0,4,0,2
NO,0.001704,67,0,0.422915,5000,7,0,2,0,2
NO,0.126519,51,0,749,?,11,0,0,0,3
NO,0.134766,38,0,0.206075,2600,8,0,1,0,0
NO,1,39,0,0,?,0,0,0,0,1
NO,0.110447,65,0,0.018373,8000,3,0,0,0,1
NO,0.289471,44,0,0.482561,8916,17,0,2,0,1
NO,0.449574,42,0,0.209254,4300,6,0,0,0,1
NO,0.383389,62,0,0.525458,5400,13,0,2,0,1
NO,0.009271,59,0,0.712902,3200,16,0,1,0,0
NO,0.113254,63,0,0.27454,3259,7,1,0,0,0
NO,0.622301,47,0,0.641115,7500,9,0,2,0,3
NO,0.043007,67,0,2206,?,13,0,1,0,0
NO,0,46,0,0.288265,5095,3,0,1,0,0
